Description;Intent
Former PM KP Oli talked about a Bob Dylan song comparing it to his & his party's situation saying, " मैले अक्सर भन्ने गर्छु, एकजना गायक बब डायलन भन्ने हुनुहुन्छ, उहाँले गित गाउनुहुन्थियो त्यसबेला, यो 60's को कुरा हो, उहाँले त्यसबेला "We shall overcome someday, we do believe..." त्यो गित गाउनुहुन्थियो र We shall overcome someday, i do believe deep from my heart कि यस्तै के छ। मैले भन्ने गर्छु कि हामिले जितेका छौँ र जित्दै जाने छौँ, someday होइन, today! Now we shall overcome and nobody can stop, हाम्रो विजयी यात्रालाई कसैले पनि रोक्न सक्नेछैन, हामी जित्ने छौँ ।";Funny

False allegation of Rape: Pokhara ma kei years agadi ek jana male le rape gareko vandai galat arop lagaune 46 yrs old female lai court le 1 month jail sajaye sunaye pachi Police le recently arrest gareko chha.;Funny

More than one in four (26.7%) young girls miss school during menstruation due to lack of awareness, taboo(अमान्य कार्य) and different beliefs in Nepal. 53% Young Girls missed school during Mensuration in Province 1, 46% in Lumbini Province which is less as compared to Sudurpashhim according to World Vision.;Sad

Rape cases in Bagmati is increasing: Around 307 rape cases have been registered in Bagmati Province during the fiscal year 2077/78. 256 and 228 rape cases were registered in the fiscal years 2076/77 and 2075/76 respectively, according to the Nepal Police.;Angry

अधुरा सपनाहरु: Nepal Airlines has brought back 24 dead bodies and 3 Astu (अस्तु) of Nepali workers from Malaysia and handed over to the concerned families.;Sad

विदेशिने बाध्यता: Crowd has increased again at Passport Office in Keshar Mahal as lockdown has eased.;Sad

Tribute to Frontliners: Street art in Parshyang, Pokhara dedicated to our life saver Health Professionals. Artist Jiban Tamang made this as a tribute to them. ;Surprise

Nepal National Football Team head coach, Abdullah Almutairi has announced through his social media status that he will resign. He said, "Dear Nepali Fans, I am going to ANFA to resign because of the Senior Vice President who is creating problems every day for me in the last 3 weeks.";Sad

Current lagayera khola ma fish (माछा) marna khojda aafai lai current lagera Morang ma 63 years old male ko death vayeko cha.;Sad

MoHP Nepal has warned all Pradesh Government of a possible third wave and has requested them to keep 1000 Oxygen Cylinders ready and also to keep oxygen plant, Oxygen Concentrators and oxygen tanks well maintained.;Sad

Jhapa ko Damak ma truck le motorcycle lai thakkar dida 43 yrs old husband ra 36 yrs old wife ko death vayeko cha.;Sad

Former Miss Nepal, Shrinkhala Khatiwada will be going to USA within a few days for getting her Master's degree in Urban Planning from one of the most prestigious University of the world, Harvard University. We wish her best wishes for the future.;Surprise

16 yr old Bijay Kc from Kathmandu has recently been awarded with a bounty of more than NRs. 4 Lakhs from Facebook for finding bugs / errors. It is good to see many Nepali youths earning name in big platforms globally.;Surprise

Achievement: Bird Conservationist Raju Acharya from Pokhara has become the first Nepali to receive all five grants from the Rufard Small Grant. He has been contributing towards Nature conservation for the past 30 years and is also known as 'Ullu Sir' because of his attachment to owls. His efforts are great in conserving nature and has set a great example for all of us. His final project's amount of around NRs 25 lakhs will be used for Nepal Government's Owl Conservation.;Surprise

Big day for our star Swimmer: Gaurika Singh will be competing in Women's 100 meters Free style swimming in Tokyo Olympics today. It will be broadcasted live on Nepal Television from 3:45 PM. #GoodLuck;Surprise

Hijo Bijay Shahi ko barey ma failiyeko halla/fake news mathi Police le investigation garne vayeko chha.;Funny

MP Asha Kumari BK spoke in Parliament today requesting government to ban PUBG, FreeFire etc claiming that they are affecting the mental health of children and young people.;Funny

Back to Back record in Nepali Share Market: NEPSE has touched its all time highest point (3079.66) with transaction of more than NRs 15.17 Arba. There are more than 38 lakh Demat accounts right now.;Surprise

Surkhet-Kailali border ko Karnali river ma Dhunga (डुङ्गा) paltida 3 jana missing chhan vane 2 jana injured vayeka chhan.;Sad

Latest Situation after flood at Melamchi again: Helambu & Melamchi area were disturbed by flood again last night as it damaged Radio Melamchi's house & 2 motorable bridges at Helambu. Thankfully, People were taken to a safer place before flood arrived.;Sad

Inspirational Lady on a horse from Upper Dolpa : She is Pema Choden Gurung, a staff nurse of remote Shey Phoksundo rural municipality who goes to provide service to people by herself on her horse. She brings Khop from one place and goes to villages that are 1 day walking distance away and gives khop to those villages. She is true hero in the current fight against this pandemic.;Surprise

Precious & historic Crown of Saptari's Biggest temple, Chhinmasta Bhagwati has been stolen. Police has tightened Saptari's border and  investigating the case.;Angry

Nepal ma average ma daily 19 jana le aatmahatya (आत्महत्या) garne gareka chhan. Last fiscal year ma 7,117 jana le atmahatya gareka chan vane number every year badirako chha.;Sad

Legendary Nepali Cricketer Paras Khadka announces retirement from International Cricket.;Sad

Date expire vako Samaan (Body Spray, Shampoo, Carwash etc.) harulai naya date halera bajar ma bechna pathaune 2 jana lai Police le NRs. 2 Crore ko samaan sahit Kathmandu bata arrest gareko cha.;Surprise

Durgesh Thapa is black listed and removed from the general member of Rastriya Lok Dohori Pratisthan due to recent controversy. They will include him again if he apologizes and is ready to make needed correction. Durgesh Thapa said, " I am not the first person to include this type of word.. Many lok singers have also included this word previously and this is not lok song, this is hip hop";Funny

This lanslide at Helambu is one the main cause of flood in Helambu and Melamchi area. Officials visited the place and saw that the land was cracked and one could feel it shaking. It is very risky as huge part of land pieces and rocks suddenly keep falling and block the river and caused the water level to fluctuate, leading to flood. The debris has been formed due to two rivers that flow from both the sides of the place. People are requested to be alert and stay safe as the area is still at risk.;Sad

Surkhet ma ongoing BBS 1st year ko exam bigreko vandai note lekhera 20 yrs old lady le aatmahatya gareki chhan.;Sad

Another Award for Ronaldo: Cristiano Ronaldo will become the first footballer to get the newly-named Paolo Rossi Award. This award  will be given to Top goal scorer in Italian Serie A football every season;Surprise

Achievement: Nepal has won two bronze medal in International Economics Olympiad 2021 in Latvia where 44 countries participated with a total of 215 contestants. Nepal has always won medals since the beginning of this competition.;Surprise

Yesterday's news about Deuba Government trying to bring in Kulman Ghising again in NEA has become the topic of discussion for everyone. Meanwhile, News about current MD Hitendra Dev Shakya is still unclear. There are two things that could happen: Current MD Hitendra Dev Shifting to a different role and making way for Kulman or He may want to stay in the position as his tenure has not ended.;Surprise

Acid Attack News: Sunsari ma Budi le Buda lai Churot na khau vanera samjauna khojda jhagada pare pachi Buda le acid handa chimeki kaki ra budi injured vayeka chhan.;Angry

Huge fire at Biscuits Factory of Balaju Industrial Area since 2 AM. Fire is still out of control and the details regarding the damage is yet to come.;Sad

NEB 12 Exam Update: Health Ministry, Education Ministry and Ruling government party are positive regarding the cancellation/postponement of NEB class 12 examinations. NEB was in the favour of conducting examinations following necessary health protocols but now there is high pressure from other government bodies for the cancellation/postponement of exams so NEB has called for a meeting today for discussion.  Some big decision might come today regarding 12 Exam and let's hope that would be good News for Students.;Surprise

Nepal Government almost Rs. 17.29 kharba loan ma pugeko chha that means average ma per head Nepali ko loan almost Rs. 57, 000 cha.;Sad

Good initiation for Cricket: International Cricket Council (ICC) has confirmed that they are trying to bring Cricket into Olympics. Their target is to include cricket in 2028 Olympics which will happen in Los Angeles USA.;Surprise

Kulman Ghising is expected to appoint as a new MD of NEA by today. Kulman sir says to us, "Ministry has called me to receive letter today".;Surprise

Massive 7.2 Magnitude Earthquake in Haiti: Atleast 304 people died and more than 1800 are injured, according to the Civil Protection Agency of Haiti.;Sad

Lack of good local leadership: This is Pepsicola- Sallaghari Purano bato road at Bhaktapur. This road has become a headache to the locals and people travelling through this road. It has been in the same condition from the past many years and road accidents are regular here. We request concern authorities to solve this problem as soon as possible.;Sad

2 Ex-Gurkha Soldiers & 1 wife of Ex-Gurkha Soldiers are in hunger strike at London as a protest with the motto of 'कायर भएर बाच्नु भन्दा मर्नु ठीक'. Their demand is to be treated equally as the British soldiers in terms of pension.;Sad

Back to Back record in Nepali Share Market: NEPSE has made highest trade ever in a single day with transaction of more than Nrs. 21.6 Arba today. However, After the monetary policy 2078/79 market seems to have decreased by 0.77%.;Sad

Kathmandu Metropolitan City has requested the people in Kathmandu to manage their household waste at home for sometime as the road at Sisdol Landfill Site, Nuwakot is damaged due to heavy rain. Sisdol Landfill Site is the largest dumping site in Nepal where waste from all three districts in Kathmandu valley is dumped.;Sad

Help request from Afghanistan: Nepali people gone for foreign employment in Afghanistan are facing a lot of problem in between the chaos that the country is going through and they are requesting the government of Nepal to rescue them as soon as possible. They say, "We are in a very critical and scary situation as attack is going on continuously. We don't even know if we will be able to return back home to Nepal. We are about 50 people employed in a company who really want to return back to Nepal. Many people have died. The company where we work told us that we will be sent back to Nepal soon but we don't know when. We request the Nepal Government to please rescue us soon. People from other countries are being rescued and we are hopeful that we will also be rescued and taken back to our own country Nepal. We would be very grateful if we are rescued as soon as possible by the Government.";Sad

Dr. Rishiram Koirala, a renowned and big name in Nepal's Ayurveda research, practice and teaching sector has passed away at the age of 63. We express our deepest condolences.;Sad

New Service trend in Banks: Nabil Bank has launched a cash machine service ( similar to ATM ) which allows people to deposit money into their account without queuing in the deposit counter. People can deposit up to Rs. 99,900 per transaction. Meanwhile, the machine will only recognise Rs.1000 , 500 & 100 notes. The cash machine is set-up at Pulchowk & Tindhara, Kathmandu in an initial phase.;Surprise

Bomb Aatanka : Madhyapur, Bhaktapur ko yeuta hotel ko room ma  electric pressure bomb vetiyepachi Nepal Army ko team le disposed gareko cha vane bomb kasari tyo hotel ko room ma aayo vanera Police le investigation start gareko cha.;Sad

Interesting: Karnali Pradesh which is regarded as one of the most underdeveloped region of Nepal has the highest percentage of Mobile Banking Users as per recent report by NRB. Around 34% population of Karnali Pradesh are Mobile Banking Users.;Surprise

Today is the day when a massive powerful earthquake of ML 6.6 hit Nepal with Udayapur as the epicentre on Bhadra 05, 2045 B.S. The earthquake shook whole Nepal for 40 seconds affecting many lives and property.;Sad

Sad News: Jhapa ko Kankai-1, ma 8 months ko chori sahit 34 years old husband ra 29 years old wife aafnai ghar ma jhundiyera death vayeko awastha ma vatiyeka chan. Police ko initial investigation anusar family le bidesh janchu vanera different manche haru sanga loan liyeko khuleko chha.;Sad

Few moments ago : Accident near Kabilas, Dasdhunga as the car slipped and turned over. No serious injuries as per initial reports.;Sad

Breaking: Nepal Oil Corporation has increased the price of Petrol, Diesel/Kerosene and Aviation fuel by NRs. 2 per litre. Similarly, The price of LP Gas has also increased by NRs 25 per cylinder.;Sad

Sindhupalchok bata Kathmandu aaudai gareko bus Sunkoshi Gaupalika ma accident huda 37 jana injured vayeka chhan jasma kei serious chhan.Update: 2 jana ko death vayeko chha.;Sad

Water level of Mahakali River is expected to rise from 7 am to 7 pm tomorrow so the residents of Mahakali River area are urged to take precaution.;Sad

Huge increase in Import: Nepal le current fiscal year 2078/79 ko first month ma nai NRs. 1.50 Kharba ko saman import gareko cha. Yo last fiscal year ko first month ko comparison ma 75.66% le dherai ho.;Sad

Huge Aaglagi at Magic Cinema Hall in Jhumka, Sunsari since morning. Fire brigade and other authorities are working together to control it.;Sad

IMPORTANT Weather Update for next 24 hours: There is chances of Light to Heavy rain in different parts of the country. Similarly, heavy rain with thunderstorms in some parts of all the province in Nepal. There is high probability of Flood, Lanslide, Soil erosion causing debris flow especially in the hilly region due to heavy rain.   P.S. We request all the people to stay safe and alert especially near the river banks and high risk areas;Sad

Red day in NEPSE: Nepali Share market saw a big decrease of -69.05 points today closing at 2,975.84 points with decline in all sectors.;Sad

Kathmandu Metropolitan City has decided to close down all the ward offices within the Metropolitan today to mourn the death of Chairman of Kathmandu Metropolitan City Ward No. 19 Shashi Lal Shrestha who passed away yesterday.;Sad

Kathmandu Metro collecting garbages from road side area of Kathmandu valley after a long gap. The waste collection work was delayed previously due to bad road condition on the way to dumping site & other issues.;Surprise

Breaking: Popular Indian Model and Winner of Big Boss India Season 13 Sidharth Shukla has passed away after suffering a Cardiac arrest as per Mumbai Police, India.;Sad

Dang ko Sisne khola ko flood le car bagauda car bhitra vayeka eutai family ka didi-bahini sahit 4 jana ko death vayeko cha.;Sad

Nepali model Nisha Ghimire has passed away today at 6:51 PM while undergoing treatment at Norvic Hospital, according to the hospital. We express our heartfelt condolences on her sudden demise.;Sad

Breaking: NEB has decided to conduct class 12 board examination from Bhadra 30 by following all the necessary health precautions. There will be home center with full marks questions.;Sad

Finally.. After almost 45 days, Kathmandu Metropolitan City has started picking up the garbage from different places of Kathmandu.;Surprise

Highway Update: Mugling-Narayanghat highway is blocked due to landlside in 5 kilo area. Maintenance work is going on for clearing out the blockage.;Sad

3 People of Same family i.e. Father, Mother and nearly 2 yr old son have lost their life in NewYork Flood in USA. They were originally from Solukhumbu, Nepal.;Sad

11 People have died in Landslides that occurred in different places of Parbat district today morning. Landslides went around today morning around Parbat's Durlung, Silmi & Pakuwa Talche area. Some roads are also blocked.;Sad

Interesting Achievement: Dhrub Sharma from a small village in Siraha, Nepal has received Gold Play Button from YouTube for crossing 1 Million subscribers on his YouTube channel "Adventure Hindi". Dhrub started this channel in 2019. He says, "I believe in the saying 'Be your own boss'. I have worked hard and now i am ready to work on my own".;Surprise

Mahendra Highway ko Kailali Gauriganga ma Micro le Auto lai handa 3 jana ko death vayeko cha vane 4 jana injured chhan. Accident huda bittikai micro driver farar theya vane micro ma koi theyana.;Sad

Inspiration: Zheng Tao, China's Specially abled swimmer who doesn't have both hands, wins four gold medals at Tokyo Paralympics. He lost his arms due to electric shock when he was a child.;Surprise

Nepal ma landlside/flood le garda last almost 2 months ma 116 jana ko death vayeko chha.;Sad

Big Day: Nepal National Football Team is playing against India in 2nd Int'l Friendly match today at 5:30 PM.;Surprise

Kageshwari Manohara area of Kathmandu has been flooded due to heavy and continuous rainfall.;Sad

Sankhuwasabha Maadi ma eutai family ko 6 jana ko dead body vetiyeko cha.. 6 jana kai Sharp weapon le murder vayeko huna sakne Police le vaneko cha.;Sad

Nepal ma last 24 hours ma ayeko flood ra landlside le garda different place ma 4 jana ko death vayeko chha vane kei injured chhan.;Sad

Be aware: 71 new cases of scrub typhus were reported last week. The majority of the cases were reported in Palpa (20), Darchula (10), Dhading (9), Sankhuwasabha (5), Gulmi and Syangja (4 each). Scrub typhus is a mite-borne infectious disease & if not treated in time with appropriate antibiotics may lead to life threatening situation.;Sad

Just in: Nepal wins the match against PNG by 2 Wickets. Well Played by Rohit Paudel & Sompal Kami at the end to save the match.;Surprise

Raju Chaudhary who fought a strong battle against blood cancer has left us today.  Everyone who campaigned for him, did shows, donated and came together to support him in his final days deserve huge respect. Rest in Peace Raju;Sad

Today is National Acid Attack Awareness day as decided by the Government last year. The bill regarding stricter laws is still pending in the parliament. If not passed in time it will affect a lot of victims and will also make lives easier for criminals. We hope the political parties give it a priority and pass it quicker.;Surprise

Birgunj ma raheko Sarbottam Steel Industry ko vatti padkida 15 jana injured vayeka madhya 5 jana indian citizen ko treatment ko kram ma death vayeko cha.;Sad

Finally Pashupatinath Opens after 5 Months: The main door of Pashupatinath Temple has been opened for the devotees from today which was closed from Baisakh due to the pandemic. The devotees have to adopt all the necessary health precautions for entering the temple.;Surprise

Best Districts of the year: Jhapa, Arghakhanchi and Rukum East becomes the Best Performing Districts in terms of Work as per a list made by Home Ministry.  Lalitpur, Rukum West & Gulmi are also in the 2nd and 3rd position of the list. This rank for fiscal year 77/78 is made by Home Ministry looking at 6 different areas of performance like peace and security, crime control, good governance and service delivery, drug control, disaster risk reduction and management, development construction monitoring and coordination, ethics etc.;Surprise

Record: Lionel Messi become the highest International Goal Scorer from South America surpassing Pele's 77 Goals. He scored a Hat trick in today's game against Bolivia & also has 750+ career goals now.;Surprise

Cryptocurrency Update: Nepal Rastra Bank has announced that the Trading, Use or Mining of any type of Cryptocurrency in Nepal is illegal. If anyone is engaged in such activities related to Cryptocurrency, he/she is will be punished according to law. They have also asked people to not promote them.;Funny

Wow.. Team from Chandragiri Taekwondo Dojang are representing  Nepal in U15 ISF world school sports game 2021 which will be held in Belgrade Serbia from 11 to 19th September. Good luck to the team;Surprise

Interesting: A program was organised in India where Men had to use Period Pain Simulator. This is their reaction to Period pain & cramps.;Funny

Nepal Airlines has brought back 6 dead bodies and 11 Astu of Nepali workers from Malaysia today morning.;Sad

Sankhuwasabha Family Murder Case: Sankhuwasabha Police le aja ek jana sankaspat manche lai sodhpuch garna suru gareko cha. Ahile kasle ho vanera final vaisakeko chaina ra Police le final vayesi press meet garera public garne vaneko cha.;Surprise

Good Step: Nepal Sarkar le Oxygen ra Sanitary Pad banaune industry lai production start gareko date bata 3 years samma 100% tax discount ra next 2 years ma 50% tax discount dine vayeko cha.;Surprise

Baby Usman from Tanahu who was suffering from Spinal Muscular Atrophy (SMA1) took his last breath today morning. He was going through initial treatment. We hope the family stays strong in these hard times and thanks to everyone who campaigned for his treatment.;Sad

Achievement at Young age: He is Bhuwan Paneru, a Youtuber from a Small Village Of Kanchanpur who  started his own YouTube Channel at the age of just 11 years from a phone with just 1 GB Ram and now he has over 100k Subscribers on his Channel. He reads in Class 9 in a Government School and uploads Regular Videos On YouTube. Congratulations & have a good future.;Surprise

Nepal ma hune total Murder ma 30-33% murder family relative haru batai hune gareko dekhiyeko cha vane yo ahile jhanai increase hudai gayeko cha.;Sad

Today's big traffic Jam in Mirchaiya Siraha as People protested against bad condition of road in that highway area.;Surprise

Confusion: Class 12 ko board Exam Home Centre ma nai huncha? Answer: Yes, Aafu jun college ma padheko ho board exam tei college ma huncha. Exams will Start from Bhadra 30, Wednesday. Are you ready?;Funny

Breaking: नेपाल प्रहरीले संखुवासभामा भएको ६ जनाको हत्याकाण्डको मुख्य आरोपी छिमेकी/आफन्त लोकबहादुर कार्कीलाई सार्वजनिक गरेको छ । प्रहरीको प्रारम्भिक अनुसन्धान अनुसार लोकबहादुरले हत्या गरेको स्वीकारेका छन् । लोकबहादुर पक्राउ पर्नु अघि विभिन्न  युट्युब च्यानलहरुमा निर्धक्कसँग अन्तरवार्ता दिँदै आइरहेका थिए ।;Angry

These are the condition of roads on a sunny day after rain in many parts of Nepal. Most of the roads are damaged during monsoon and locals of those area questions about the quality of road. Many are complaining that they are paying different kinds of taxes to the government but they still have to live difficult life because of such things.  We hope the government takes construction sector seriously and provides good return to people who give their hard earned money to the government to have a better life.;Sad

दशैंको लागि नयाँ नोट वितरणस शुरू हुँदै : Nepal Rastra Bank is planning to distribute new notes in exchange to the public by the first week of Ashoj for the upcoming festival of Dashain & Tihar by following necessary health standards.   P.S. General public can get the new notes from different branche of banks suitable for them.;Surprise

Nawalparasi- East ko Gaidakot Municipality-10 ma opposite direction bata aayeko Truck ra Bus thokkida 3 jana ko death vayeko cha vaney 24 jana injured chan.;Sad

Breaking: Cricket Legend & Former Srilankan Captain Lasith Malinga announces his retirement from all forms of Cricket. He was popular for his unique action & yorkers. Thank you & You will be missed legend.;Sad

Parsa ma aaja Class 12 ko board exam ma aru ko name ma exam diney ek jana male lai Nepal Police le arrest gareko cha.;Funny

 Some Students of NEB class 12 who attended the board exams this year too were found making TikTok videos in the exam hall along with the answer sheets similar to last year taking the advantage of home center. We request the students to take the exams seriously otherwise the consequences would be worst. The student who was involved in such activity was declared fail last year.;Funny

Serious Issue since few days in Prithvi Highway: Many people are forced to stuck in hours of Traffic Jam at Naubise due to the increase in the number of vehicles. Regarding this the Traffic Police says, "The road which was made 50 years ago has not been maintained or widened but the number of vehicles have increased. Similarly, it is difficult for the transportation to run smoothly in this monsoon season.";Sad

Indian National Cricket team Captain, Virat Kohli has announced to quit T20I captain after T20 World Cup which is going to be held in Dubai in October.;Sad

Nepal Airlines has arrived today bringing 44 lakhs doses of COVID-19 Vaccines from China which were purchased by Nepal Government.;Surprise

Moth (Seto Putali) Attack in Nepal: People from different places like Baglung, Beni, Pokhara are facing moth (सेतो पुतली) attacks recently. Some people have lost their vision due to the attack. We request the people to stay alert and immediately go to the nearest hospital if they face the attack.;Sad

Sad News: Bardiya ko Thakurbaba-3 ma wild animal bata khetipati (खेतिपाती) jogauna lagaiyeko electric current ko jaal ma parera eutai family ko 3 jana ko death vayeko cha vane Police le electric jaal lagaune lai arrest gareko chha.;Sad

Price of Sanitary Pads are increasing these days by NRs 5 to 20 per packet in different places of Nepal. Sanitary pads are not a luxury material but is a basic need of all the girls. When many countries in the world are making them free & tax free, the price increase in such items in Nepal is a big issue. We hope that concerned authorities draw their attention in this matter.;Sad

Kathmandu ko Goldunga ma National Animal Cow ( गाई) katdai gareko aawstha ma Nepal Police le 4 jana lai arrest gareko chha.;Angry

Earthquake in Australia: 5.9 Magnitude earthquake hits near east of Melbourne, Australia.;Sad

A dead body has been found in Lalitpur Mahankal- Bagmati river side. Initial Claims & clothes are suggesting that it may be of the same boy that was lost Inside the drainage in Kapan but it's not confirmed yet as the parents are called to check the body.;Sad

Attempt for World Record: Fashion Show at Everest Base Camp has been successfully completed as a Guinness World record attempt where princess from a part of Italy & Netherlands also took part with other supermodels. This will also help in tourism development in Nepal.;Surprise

Nepal has imported Sanitary Pads worth NRs. 20.39 Crores in the first 2 months of current fiscal year.;Surprise

He is 19 years old Diwash Basnet from Itahari. His father passed away and he finished his class 12 board exam while fulfilling the last funeral rites for his father (क्रिया बस्दै गर्दा). He gave all his exam in a separate room in the college by fulfilling the rites and rituals. We express our deepest condolences towards his family and hope he has a bright future ahead.;Sad

Sad news: Jankapur ma Motorcycle 15 feet tala naala (नाला) ma khasda bike ma basne 3 jana kai death vayeko chha;Sad

Rare & Amazing: Dolphin spotted at Mohana river, Tikapur.;Surprise

Itahari ma evening ko time ma eklai hidirako female lai kutera gang rape gari unko Jewelleries/Cash liyera vageko aarop ma Nepal Police le 5 jana male lai arrest gareko chha.;Sad

Breaking: Nepal wins the match against Srilanka by 3-2 goal score in ongoing SAFF Championship.;Surprise

Dashain ma Pocketmaar Aatanka: Kathmandu Police le Special Operation garera 161 jana Pocketmaar lai arrest garera aja public gareko cha vane yo operation ma 200+ Pocketmaar arrest vayeka chhan.;Funny

Popular Nepali storyteller, Saigrace Pokharel will arrive in Nepal on 5th October (10 AM) for 7 stage programs covering East to Far west Nepal. The programs will be entry-free. How many of you are excited to experience a different storytelling event;Surprise

Breaking: David Julius and Ardem Patapoutian  Wins The Nobel Prize in Medicine for their discoveries of receptors for temperature and touch.;Surprise

Transportation union are protesting by stopping vehicles in the middle of Gausala road demanding price hike of public vehicle fare. This has created traffic jams and the public are not getting vehicles in time.;Angry

Accident at Airport: Kathmandu bata Nepalgunj jana lageko Shree Airlines ko plane TIA Airport ko Runway ma jadai garda wheel chipliyera ghas ma gayera faseko chha. No big injury reported yet.;Sad

This is the current situation of Shivraj Hospital in Bahadurgunj, Kapilvastu due to the outbreak of Cholera in that area. Around 80 people are now admitted to the Shivraj Hospital and patients are being treated by doctors in hospital ground due to limited beds in Hospital. More than 200 people are illed and some of them are seriously illed. Team from Lumbini province and WHO have also arrived to study the situation.;Sad

Good example: +2 Students of Chhorepatan Secondary School, Pokhara organized their Farewell program in a unique way where they distributed Stationary items to needy students of a secondary school around their area;Surprise

Aishwarya Rani Singh, Topper of Master's in Development Studies from KU (4.00 GPA) receiving Medal from PM Sher Bahaur Deuba.;Surprise

Earthquake: Atleast 20 people died in 5.7 Magnitude Earthquake in Southern area of Pakistan.;Sad

Kathmandu ma public vehicles ko fare ( भाडा) hike vayeko chha. Kartik 1 bata min fare Nrs.18 dekhi Nrs. 35 samma huney chha.;Sad

 Anita Regmi Case Update: A 26 years old married female from Butwal has been found dead at her home. She was supposed to be leaving abroad after two days. Though the husband side family are saying "आत्महत्या", her maternal side of the family are suspicious and think husband family are not saying truth as she seemed happy and talking to them well in the video calls two hours ago that day. According to the Police, investigation is going on and the postmortem report is yet to come.;Sad

Big Achievement by Nepali Wood Artist: Dil Kumar Barahi, leader of Barahi Da Guthi (Patan) has been awarded prestigious Jeonju International Award 2021 & 10,000 US Dollar for Promoting Intangible Cultural Heritage. He was recognized for his continuous contribution in woodwork of Rato Machindranath (Karunamaya) Chariot. Dr. Monalisa Maharjan & team helped him during the application process for the award on behalf of Mr. Barahi.;Surprise

4 people have died after the mishap between the Security Personnel and protestors in the Motipur, Butwal incident today. Atleast 9 people are seriously injured.;Sad

भरतपुर महानगरपालिका-७, चितवनमा आज बसको ठक्करबाट ८ वर्षीय एक बालकको मृत्यु भएको छ!;Sad

Pokhara bata Ghandruk jadai gareko Jeep Kalavir bata khasda driver sahit 8 jana ko death vayeko cha. This is the 3rd Jeep accident reported today in Nepal.;Sad

Mugu Bus accident Update: 32 People are reportedly dead till now in one of the worst accident this year. 13 people are still in the hospital while 4 people are seriously injured, according to Officials.;Sad

Butwal bata Gulmi jadai gareko Jeep Resunga ma accident vayera almost 500m tala khasda 3 jana ko death vayeko cha vane 6 jana injured chan.;Sad

Bara ko Jitpur Simara ma car lai opposite direction bata aairaheko Tanker le thakkar dida car ma basne 3 jana ko death vayeko cha.;Sad

CEO of Tesla & Space X, Elon Musk has again become the richest person in the World with net worth of more than $214.8 Billion, according to Forbes.;Surprise

Earthquake Update: 4.7 Magnitude Earthquakes hits Pangphung, Sindhupalchowk area few moments ago. Back to back 2 earthquakes in the interval of almost 10 minutes.;Sad

Example of Unity in Diversity & religion tolerance : Hindu Pandit putting Dashain tika to brother of Muslim Community.;Surprise

Bajhang ko Thalara-7 village ma landslide le ghar haru purida almost 24 jana missing vayeka chhan.;Sad

Breaking: Nepal Government has called an emergency cabinet meeting at 2 PM to discuss on the damages caused by recent flood & landslide in the country and meeting would also make decision on rescue, reliefs of the victims.;Sad

Finally, Nepal has started to provide electricity to India (around 150-300 MW). Electricity provided to India will be returned to Nepal during the winter season as the demand of electricity will be high in Nepal. It is not a sale but exchange of power supply between the two countries, according to NEA;Surprise

Alert: Water flow at Saptakoshi river reached to danger level & its in rising trend. 42 gates out of 56 gates are opened till now. This has increased the risk and people in the nearby area are requested to be alert.;Sad

DRS Gaming & T2K are representing Nepal in Global Esports Tour 2021 which is starting from today at Saudi Arabia. Prize pool of this tournament is almost Nrs. 1.7 crores.;Surprise

World Record: Dr. Narayan Acharya from Nawalpur made a Guinness World Record of 'The most (164) pencils snapped with a Karate chop in one minute'. Previously also he made 2 Guinness World Records in different titles;Surprise

Pokhara ma 22 months old baby lai rape gareko aarop ma Nepal Police le 39 yrs old male lai arrest gareko cha.;Angry

Nepali rescue team in action using a helicopter as a German climber who fell down in Deng Gorkha as he was going to climb Larkey peak.;Surprise

Bajhang Landslide Update: Police & Other Security Personnel have returned after more than 8 days of search operation as the 19 people who were missing due to landslide at Bajhang were not found.;Sad

Ang gelu Sherpa who was praised all over social media for saving Buddha Air's flight & Passengers has been accused of being Guilty in the incident by Civil Aviation Authority & will also be suspended for around 3 Months. What do you think about this?;Sad

Lalitpur ko Godawari ma Husband le afnai 23 yrs old wife mathi Mattitel (मट्टितेल) khanayera aago lagai dida wife ko body almost 40% jalera serious injured vayeki chhan.;Angry

District Court, Kailali has announced life imprisonment (जन्म कैद) to 9 accused people for murdering two policemen in Dhangadi last year. The police personnel were murdered while trying to control the smuggling of beans.;Sad

A gun shot was fired mistakely at Singha Durbar from the pistol of bodyguard of National Assembly Vice-Chairperson while she was coming down from the stairs. Nobody has been injuried.;Funny

ANFA signs 3 years new contract with Nepal National Football Team Head coach Abdullah Almutairi. Coach says, " We will publish plan & targets for next 2 years soon. My promise  is that the future of Nepali football will be better but give us time only".;Surprise

Nepali PUBG Teams T2K & DRS wins 7th & 8th position respectively at PUBG Global E-Sports tour in Saudi Arabia and receives more than Nrs. 7 lakhs each.;Surprise

Breaking: NOC has increased the price of Petrol and Diesel by NRs. 3 per litre. Meanwhile, the price of LPG Gas has also increased by Rs. 50 per cylinder.;Angry

